estado,diario,data_publicacao,caderno,tipo_ato,nome,id_funcional,assinante,cargo_assinante,categoria_assinante,spacy_pessoa,spacy_entidades,nome_parse_confiavel,cargo,orgao,trecho,fonte_url,arquivo_markdown
RJ,Diario Oficial do Estado do Rio de Janeiro,2020-12-02,Parte I (Poder Executivo),nomeacao,IZABELA DIAS LEITE TORRES,,,,,sim,Izabela Dias Leite Torres:PER,sim,para exercer o cargo em comissão de Assistente,da Subsecretaria de Patrimônio Imóvel,"NOMEAR IZABELA DIAS LEITE TORRES para exercer o cargo em comissão de Assistente, símbolo DAS-6, da Subsecretaria de Patrimônio Imóvel, da",https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFd0R1IwNVVRVFZSTUVsMFRWUlZkMDlUTURCUmExa3lURlZKZDAxNlozUlBWRVY1VDBSUk0xRjZTa1JQVlVwSFRWUmpNMDlFUVRGUFZFazFUMUU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2020\12\DOERJ_PARTE_I_PODER_EXECUTIVO_2020-12-02.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2020-12-02,Parte I (Poder Executivo),nomeacao,DANIEL DE OLIVEIRA CAMARGOS,,,,,sim,DANIEL:MISC|Daniel De Oliveira Camargos:PER,sim,para exercer o cargo em comissão de Assistente II,da Subsecretaria de Patrimônio Imóvel,"NOMEAR DANIEL DE OLIVEIRA CAMARGOS para exercer o cargo em comissão de Assistente II, símbolo DAI-6, da Subsecretaria de Patrimônio Imóvel, da",https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFd0R1IwNVVRVFZSTUVsMFRWUlZkMDlUTURCUmExa3lURlZKZDAxNlozUlBWRVY1VDBSUk0xRjZTa1JQVlVwSFRWUmpNMDlFUVRGUFZFazFUMUU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2020\12\DOERJ_PARTE_I_PODER_EXECUTIVO_2020-12-02.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2020-12-02,Parte I (Poder Executivo),nomeacao,NADSON DIEGO RIBEIRO DE ALECRIM,,,,,sim,NADSON DIEGO RIBEIRO:MISC|Nadson Diego:PER,sim,,da Superintendência de Contabilidade,"NOMEAR NADSON DIEGO RIBEIRO DE ALECRIM para exercer, com validade a contar de 02 de dezembro de 2020, o cargo em comissão de Coordenador, símbolo DAS-7, da Coordenação de Compras e Contratos, da Superintendência de Contabilidade, AdminIstração e Finanças, da Subsecretaria de Administração, da",https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFd0R1IwNVVRVFZSTUVsMFRWUlZkMDlUTURCUmExa3lURlZKZDAxNlozUlBWRVY1VDBSUk0xRjZTa1JQVlVwSFRWUmpNMDlFUVRGUFZFazFUMUU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2020\12\DOERJ_PARTE_I_PODER_EXECUTIVO_2020-12-02.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2020-12-02,Parte I (Poder Executivo),nomeacao,ALEXANDRE BATISTA DA SILVA,,,,,sim,BATISTA DA SILVA:PER,sim,,,"NOMEAR ALEXANDRE BATISTA DA SILVA para exercer, com validade a contar de 02 de dezembro de 2020, o cargo em comissão de Assistente II, símbolo DAI-6, da",https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFd0R1IwNVVRVFZSTUVsMFRWUlZkMDlUTURCUmExa3lURlZKZDAxNlozUlBWRVY1VDBSUk0xRjZTa1JQVlVwSFRWUmpNMDlFUVRGUFZFazFUMUU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2020\12\DOERJ_PARTE_I_PODER_EXECUTIVO_2020-12-02.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2020-12-02,Parte I (Poder Executivo),nomeacao,RONALDO LEITE PACHECO AMARAL,4366201-3,,,,sim,RONALDO LEITE PACHECO:MISC|Ronaldo Leite Pacheco Amaral:PER,sim,,da Subsecretaria Geral de Fazenda,"NOMEAR RONALDO LEITE PACHECO AMARAL , ID FUNCIONAL N° 4366201-3, para exercer, com validade a contar de 03 de novembro de 2020, o cargo em comissão de Diretor de Departamento, símbolo DAS-7, da Escola Fazendária do Estado do Rio de Janeiro, da Subsecretaria Geral de Fazenda, da",https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFd0R1IwNVVRVFZSTUVsMFRWUlZkMDlUTURCUmExa3lURlZKZDAxNlozUlBWRVY1VDBSUk0xRjZTa1JQVlVwSFRWUmpNMDlFUVRGUFZFazFUMUU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2020\12\DOERJ_PARTE_I_PODER_EXECUTIVO_2020-12-02.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2020-12-02,Parte I (Poder Executivo),exoneracao,RONALDO LEITE PACHECO AMARAL,43662013,,,,sim,RONALDO LEITE PACHECO:MISC|Ronaldo Leite Pacheco Amaral:PER,sim,do cargo em comissão de Assistente,,"EXONERAR com validade a contar de 03 de novembro de 2020, RONALDO LEITE PACHECO AMARAL , ID FUNCIONAL N° 43662013, do cargo em comissão de Assistente, símbolo DAS-6, da",https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFd0R1IwNVVRVFZSTUVsMFRWUlZkMDlUTURCUmExa3lURlZKZDAxNlozUlBWRVY1VDBSUk0xRjZTa1JQVlVwSFRWUmpNMDlFUVRGUFZFazFUMUU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2020\12\DOERJ_PARTE_I_PODER_EXECUTIVO_2020-12-02.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2020-12-02,Parte I (Poder Executivo),exoneracao,EDSON CALIL DE ALMEIDA,5100782-7,,,,sim,EDSON CALIL DE ALMEIDA:PER,sim,do cargo em comissão de Assessor,,"EXONERAR com validade a contar de 02 de dezembro de 2020, EDSON CALIL DE ALMEIDA , ID FUNCIONAL N° 5100782-7, do cargo em comissão de Assessor, símbolo DAS-8, da",https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFd0R1IwNVVRVFZSTUVsMFRWUlZkMDlUTURCUmExa3lURlZKZDAxNlozUlBWRVY1VDBSUk0xRjZTa1JQVlVwSFRWUmpNMDlFUVRGUFZFazFUMUU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2020\12\DOERJ_PARTE_I_PODER_EXECUTIVO_2020-12-02.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2020-12-02,Parte I (Poder Executivo),nomeacao,BERNARDO BARRETO GONÇALVES CAMINADA SABRÁ,,,,,sim,BERNARDO:ORG|Bernardo Barreto Gonçalves Caminada Sabrá:PER,sim,,do Instituto Rio Metrópole - IRM,"NOMEAR BERNARDO BARRETO GONÇALVES CAMINADA SABRÁ para exercer, com validade a contar de 01 de dezembro de 2020, o cargo em comissão de Assessor Administrativo, símbolo DAS-6, do Instituto Rio Metrópole - IRM, da",https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFd0R1IwNVVRVFZSTUVsMFRWUlZkMDlUTURCUmExa3lURlZKZDAxNlozUlBWRVY1VDBSUk0xRjZTa1JQVlVwSFRWUmpNMDlFUVRGUFZFazFUMUU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2020\12\DOERJ_PARTE_I_PODER_EXECUTIVO_2020-12-02.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2020-12-02,Parte I (Poder Executivo),exoneracao,RODRIGO SILVA LIMA,42495806,,,,sim,RODRIGO SILVA LIMA:PER,sim,do cargo em comissão de Assessor I,do Departamento de Trânsito do Estado do Rio de Janeiro - DETRAN/RJ,"EXONERAR RODRIGO SILVA LIMA , ID FUNCIONAL N° 42495806, do cargo em comissão de Assessor I, símbolo DAS-8, do Departamento de Trânsito do Estado do Rio de Janeiro - DETRAN/RJ, da",https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFd0R1IwNVVRVFZSTUVsMFRWUlZkMDlUTURCUmExa3lURlZKZDAxNlozUlBWRVY1VDBSUk0xRjZTa1JQVlVwSFRWUmpNMDlFUVRGUFZFazFUMUU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2020\12\DOERJ_PARTE_I_PODER_EXECUTIVO_2020-12-02.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2020-12-02,Parte I (Poder Executivo),nomeacao,NELSON GODA FERNANDES,4374399-4,,,,sim,GODA FERNANDES:MISC|Nelson Goda Fernandes:PER,sim,,do Departamento de Trânsito do Estado do Rio de Janeiro - DETRAN/RJ,"NOMEAR NELSON GODA FERNANDES , ID FUNCIONAL Nº 4374399-4, para exercer, com validade a contar de 23 de outubro de 2020, o cargo em comissão de Assistente I, símbolo DAS-6, do Departamento de Trânsito do Estado do Rio de Janeiro - DETRAN/RJ, Id: 2284463",https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFd0R1IwNVVRVFZSTUVsMFRWUlZkMDlUTURCUmExa3lURlZKZDAxNlozUlBWRVY1VDBSUk0xRjZTa1JQVlVwSFRWUmpNMDlFUVRGUFZFazFUMUU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2020\12\DOERJ_PARTE_I_PODER_EXECUTIVO_2020-12-02.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2020-12-02,Parte I (Poder Executivo),nomeacao,LUÍS EDUARDO OLIVEIRA MELLO,,,,,sim,LUÍS EDUARDO OLIVEIRA MELLO:PER,sim,,da Subsecretaria do Programa Comunidade Cidade,"NOMEAR LUÍS EDUARDO OLIVEIRA MELLO para exercer, com validade a contar de 01 de dezembro de 2020, o cargo em comissão de Ajudante I, símbolo DAI-1, da Subsecretaria do Programa Comunidade Cidade, da",https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFd0R1IwNVVRVFZSTUVsMFRWUlZkMDlUTURCUmExa3lURlZKZDAxNlozUlBWRVY1VDBSUk0xRjZTa1JQVlVwSFRWUmpNMDlFUVRGUFZFazFUMUU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2020\12\DOERJ_PARTE_I_PODER_EXECUTIVO_2020-12-02.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2020-12-02,Parte I (Poder Executivo),nomeacao,JEFFERSON FERREIRA,,,,,sim,JEFFERSON FERREIRA:MISC|Jefferson Ferreira:PER,sim,,da Superintendência de Apoio Regional,"NOMEAR JEFFERSON FERREIRA para exercer, com validade a contar de 01 de dezembro de 2020, o cargo em comissão de Ajudante I, símbolo DAI-1, da Coordenação de Apoio do Interior, da Superintendência de Apoio Regional, da Subsecretaria de Urbanização, da",https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFd0R1IwNVVRVFZSTUVsMFRWUlZkMDlUTURCUmExa3lURlZKZDAxNlozUlBWRVY1VDBSUk0xRjZTa1JQVlVwSFRWUmpNMDlFUVRGUFZFazFUMUU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2020\12\DOERJ_PARTE_I_PODER_EXECUTIVO_2020-12-02.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2020-12-02,Parte I (Poder Executivo),nomeacao,MONICA MARIA CAVALCANTE,5036019-1,,,,sim,MONICA:MISC|Monica Maria Cavalcante:PER,sim,,,"NOMEAR MONICA MARIA CAVALCANTE , ID FUNCIONAL Nº 5036019-1, para exercer, com validade a contar de 26 de outubro de 2020, o cargo em comissão de Ajudante II, símbolo DAI-2, da",https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFd0R1IwNVVRVFZSTUVsMFRWUlZkMDlUTURCUmExa3lURlZKZDAxNlozUlBWRVY1VDBSUk0xRjZTa1JQVlVwSFRWUmpNMDlFUVRGUFZFazFUMUU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2020\12\DOERJ_PARTE_I_PODER_EXECUTIVO_2020-12-02.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2020-12-02,Parte I (Poder Executivo),exoneracao,RICARDO MADEIRA DE SOUZA,5109510-6,,,,sim,RICARDO MADEIRA:MISC|Ricardo Madeira De Souza:PER,sim,do cargo em comissão de Ajudante II,,"EXONERAR com validade a contar de 26 de outubro de 2020, RICARDO MADEIRA DE SOUZA , ID FUNCIONAL Nº 5109510-6, do cargo em comissão de Ajudante II, símbolo DAI-2, da",https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFd0R1IwNVVRVFZSTUVsMFRWUlZkMDlUTURCUmExa3lURlZKZDAxNlozUlBWRVY1VDBSUk0xRjZTa1JQVlVwSFRWUmpNMDlFUVRGUFZFazFUMUU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2020\12\DOERJ_PARTE_I_PODER_EXECUTIVO_2020-12-02.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2020-12-02,Parte I (Poder Executivo),exoneracao,BERNARDO GOYTACAZES DE ARAUJO,4328214-8/1,,,,sim,BERNARDO GOYTACAZES:PER,sim,do cargo em comissão de Assessor,do Gabinete do Secretário,"EXONERAR com validade a contar de 30 de novembro de 2020, BERNARDO GOYTACAZES DE ARAUJO , ID FUNCIONAL Nº 4328214-8/1, do cargo em comissão de Assessor, símbolo DAS-7, da Chefia de Gabinete, do Gabinete do Secretário, da",https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFd0R1IwNVVRVFZSTUVsMFRWUlZkMDlUTURCUmExa3lURlZKZDAxNlozUlBWRVY1VDBSUk0xRjZTa1JQVlVwSFRWUmpNMDlFUVRGUFZFazFUMUU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2020\12\DOERJ_PARTE_I_PODER_EXECUTIVO_2020-12-02.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2020-12-02,Parte I (Poder Executivo),nomeacao,LUCIANA MARINHO DA MOTA,,,,,sim,LUCIANA MARINHO:PER,sim,da Assessoria de Gestão de Ensino,da Subsecretaria de Gestão de Ensino,"NOMEAR LUCIANA MARINHO DA MOTA para exercer, com validade a contar de 26 de outubro de 2020, o cargo em comissão de Assistente, símbolo DAS-6, da Assessoria de Gestão de Ensino, da Subsecretaria de Gestão de Ensino, da",https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFd0R1IwNVVRVFZSTUVsMFRWUlZkMDlUTURCUmExa3lURlZKZDAxNlozUlBWRVY1VDBSUk0xRjZTa1JQVlVwSFRWUmpNMDlFUVRGUFZFazFUMUU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2020\12\DOERJ_PARTE_I_PODER_EXECUTIVO_2020-12-02.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2020-12-02,Parte I (Poder Executivo),nomeacao,ROSA MARIA RAMOS NUNES,3707287-0,,,,sim,ROSA MARIA RAMOS:PER,sim,da Assessoria de Gestão de Ensino,da Subsecretaria de Gestão de Ensino,"NOMEAR ROSA MARIA RAMOS NUNES , ID FUNCIONAL 3707287-0 para exercer, com validade a contar de 26 de outubro de 2020, o cargo em comissão de Assistente, símbolo DAS-6, da Assessoria de Gestão de Ensino, da Subsecretaria de Gestão de Ensino, da",https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFd0R1IwNVVRVFZSTUVsMFRWUlZkMDlUTURCUmExa3lURlZKZDAxNlozUlBWRVY1VDBSUk0xRjZTa1JQVlVwSFRWUmpNMDlFUVRGUFZFazFUMUU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2020\12\DOERJ_PARTE_I_PODER_EXECUTIVO_2020-12-02.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2020-12-02,Parte I (Poder Executivo),exoneracao,DIEGO PETER FERREIRA DE OLIVEIRA,5020305-3/3,,,,sim,OLIVEIRA:ORG|Diego Peter Ferreira De Oliveira:PER,sim,do cargo em comissão de Assistente II,do Gabinete do Secretário,"EXONERAR a pedido e com validade a contar de 21 de setembro de 2020, DIEGO PETER FERREIRA DE OLIVEIRA , ID FUNCIONAL N°5020305-3/3, do cargo em comissão de Assistente II, símbolo DAI6, da Chefia de Gabinete, do Gabinete do Secretário, da",https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFd0R1IwNVVRVFZSTUVsMFRWUlZkMDlUTURCUmExa3lURlZKZDAxNlozUlBWRVY1VDBSUk0xRjZTa1JQVlVwSFRWUmpNMDlFUVRGUFZFazFUMUU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2020\12\DOERJ_PARTE_I_PODER_EXECUTIVO_2020-12-02.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2020-12-02,Parte I (Poder Executivo),nomeacao,RODRIGO CLAUDIO MATTOS FONSECA,5029021-5,,,,sim,RODRIGO CLAUDIO MATTOS:MISC|Rodrigo Claudio Mattos Fonseca:PER,sim,para exercer o cargo em comissão de Assistente II,da Superintendência de Orçamento e Finança,"NOMEAR RODRIGO CLAUDIO MATTOS FONSECA , ID FUNCIONAL Nº 5029021-5, para exercer o cargo em comissão de Assistente II, símbolo DAI-6, da Coordenadoria de Prestação de Contas dos Repasses Estaduais, da Superintendência de Orçamento e Finança, da Subsecretaria Executiva, da",https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFd0R1IwNVVRVFZSTUVsMFRWUlZkMDlUTURCUmExa3lURlZKZDAxNlozUlBWRVY1VDBSUk0xRjZTa1JQVlVwSFRWUmpNMDlFUVRGUFZFazFUMUU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2020\12\DOERJ_PARTE_I_PODER_EXECUTIVO_2020-12-02.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2020-12-02,Parte I (Poder Executivo),exoneracao,RAIMUNDO EDUARDO ALVES DE SOUZA,43311571,,,,sim,RAIMUNDO EDUARDO ALVES DE SOUZA:PER,sim,do cargo em comissão de Diretor de Unidade,do Departamento Geral de Ações Socioeducativas - DEGASE,"EXONERAR com validade a contar de 21 de outubro de 2020, RAIMUNDO EDUARDO ALVES DE SOUZA , ID FUNCIONAL N° 43311571, do cargo em comissão de Diretor de Unidade, símbolo DAS-7, do Departamento Geral de Ações Socioeducativas - DEGASE, da",https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFd0R1IwNVVRVFZSTUVsMFRWUlZkMDlUTURCUmExa3lURlZKZDAxNlozUlBWRVY1VDBSUk0xRjZTa1JQVlVwSFRWUmpNMDlFUVRGUFZFazFUMUU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2020\12\DOERJ_PARTE_I_PODER_EXECUTIVO_2020-12-02.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2020-12-02,Parte I (Poder Executivo),nomeacao,DOUGLAS COUTINHO MENANDRO,5090055-2/1,,,,sim,DOUGLAS COUTINHO:MISC|Douglas Coutinho Menandro:PER,sim,,do Departamento Geral de Ações Socioeducativas - DEGASE,"NOMEAR DOUGLAS COUTINHO MENANDRO , ID FUNCIONAL Nº 5090055-2/1, para exercer, com validade a contar de 21 de outubro de 2020, o cargo em comissão de Diretor de Unidade, símbolo DAS7, do Departamento Geral de Ações Socioeducativas - DEGASE, da",https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFd0R1IwNVVRVFZSTUVsMFRWUlZkMDlUTURCUmExa3lURlZKZDAxNlozUlBWRVY1VDBSUk0xRjZTa1JQVlVwSFRWUmpNMDlFUVRGUFZFazFUMUU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2020\12\DOERJ_PARTE_I_PODER_EXECUTIVO_2020-12-02.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2020-12-02,Parte I (Poder Executivo),nomeacao,RAIMUNDO EDUARDO ALVES DE SOUZA,4331157-1,,,,sim,RAIMUNDO EDUARDO ALVES DE SOUZA:PER,sim,,do Departamento Geral de Ações Socioeducativas - DEGASE,"NOMEAR RAIMUNDO EDUARDO ALVES DE SOUZA , ID FUNCIONAL N° 4331157-1, para exercer, com validade a contar de 21 de outubro de 2020, o cargo em comissão de Assistente, símbolo DAS-6, do Departamento Geral de Ações Socioeducativas - DEGASE, da",https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFd0R1IwNVVRVFZSTUVsMFRWUlZkMDlUTURCUmExa3lURlZKZDAxNlozUlBWRVY1VDBSUk0xRjZTa1JQVlVwSFRWUmpNMDlFUVRGUFZFazFUMUU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2020\12\DOERJ_PARTE_I_PODER_EXECUTIVO_2020-12-02.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2020-12-02,Parte I (Poder Executivo),exoneracao,DOUGLAS COUTINHO MENANDRO,50900552/1,,,,sim,DOUGLAS COUTINHO:MISC|Douglas Coutinho Menandro:PER,sim,do cargo em comissão de Chefe de Setor,do Departamento Geral de Ações Socioeducativas - DEGASE,"EXONERAR com validade a contar de 20 de setembro de 2020, DOUGLAS COUTINHO MENANDRO , ID FUNCIONAL Nº 50900552/1, do cargo em comissão de Chefe de Setor, símbolo DAI-4, do Departamento Geral de Ações Socioeducativas - DEGASE, da",https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFd0R1IwNVVRVFZSTUVsMFRWUlZkMDlUTURCUmExa3lURlZKZDAxNlozUlBWRVY1VDBSUk0xRjZTa1JQVlVwSFRWUmpNMDlFUVRGUFZFazFUMUU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2020\12\DOERJ_PARTE_I_PODER_EXECUTIVO_2020-12-02.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2020-12-02,Parte I (Poder Executivo),nomeacao,MARCIO LUIZ HECHT VIEIRA,50941240/1,,,,sim,MARCIO:ORG|LUIZ HECHT VIEIRA:PER,sim,,do Departamento Geral de Ações Socioeducativas - DEGASE,"NOMEAR MARCIO LUIZ HECHT VIEIRA, ID Funcional nº 50941240/1, para exercer, com validade a contar de 20 de setembro de 2020, o cargo em comissão de Chefe de Setor, símbolo DAI-4, do Departamento Geral de Ações Socioeducativas - DEGASE, da",https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFd0R1IwNVVRVFZSTUVsMFRWUlZkMDlUTURCUmExa3lURlZKZDAxNlozUlBWRVY1VDBSUk0xRjZTa1JQVlVwSFRWUmpNMDlFUVRGUFZFazFUMUU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2020\12\DOERJ_PARTE_I_PODER_EXECUTIVO_2020-12-02.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2020-12-02,Parte I (Poder Executivo),exoneracao,ADEMIR DOS SANTOS PAIXÃO FILHO,4406888-3,,,,sim,ADEMIR DOS SANTOS:MISC|PAIXÃO FILHO:PER,sim,do cargo em comissão de Assessor,do Instituto de Pesos e Medidas do Estado do Rio de Janeiro -IPEM/RJ,"EXONERAR ADEMIR DOS SANTOS PAIXÃO FILHO , ID FUNCIONAL Nº 4406888-3, do cargo em comissão de Assessor, símbolo DAS-7, do Instituto de Pesos e Medidas do Estado do Rio de Janeiro -IPEM/RJ, da",https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFd0R1IwNVVRVFZSTUVsMFRWUlZkMDlUTURCUmExa3lURlZKZDAxNlozUlBWRVY1VDBSUk0xRjZTa1JQVlVwSFRWUmpNMDlFUVRGUFZFazFUMUU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2020\12\DOERJ_PARTE_I_PODER_EXECUTIVO_2020-12-02.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2020-12-02,Parte I (Poder Executivo),nomeacao,OSMAR RIZIK DE AZEVEDO,5094880-6,,,,sim,OSMAR RIZIK DE AZEVEDO:MISC|Osmar Rizik De Azevedo:PER,sim,para exercer o cargo em comissão de Assessor,do Instituto de Pesos e Medidas do Estado do Rio de Janeiro -IPEM/RJ,"NOMEAR OSMAR RIZIK DE AZEVEDO , ID FUNCIONAL Nº 5094880-6, para exercer o cargo em comissão de Assessor, símbolo DAS-7, do Instituto de Pesos e Medidas do Estado do Rio de Janeiro -IPEM/RJ, da",https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFd0R1IwNVVRVFZSTUVsMFRWUlZkMDlUTURCUmExa3lURlZKZDAxNlozUlBWRVY1VDBSUk0xRjZTa1JQVlVwSFRWUmpNMDlFUVRGUFZFazFUMUU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2020\12\DOERJ_PARTE_I_PODER_EXECUTIVO_2020-12-02.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2020-12-02,Parte I (Poder Executivo),exoneracao,ISABELA ULRICHSEN CALIL JORGE,5105431-0,,,,sim,ISABELA:ORG|ULRICHSEN CALIL JORGE:PER,sim,do cargo em comissão de Assessor,do Instituto de Pesos e Medidas do Estado do Rio de Janeiro - IPEM/RJ,"EXONERAR a pedido e com validade a contar de 07 de julho de 2020, ISABELA ULRICHSEN CALIL JORGE , ID FUNCIONAL Nº 5105431-0, do cargo em comissão de Assessor, símbolo DAS-7, do Instituto de Pesos e Medidas do Estado do Rio de Janeiro - IPEM/RJ, da",https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFd0R1IwNVVRVFZSTUVsMFRWUlZkMDlUTURCUmExa3lURlZKZDAxNlozUlBWRVY1VDBSUk0xRjZTa1JQVlVwSFRWUmpNMDlFUVRGUFZFazFUMUU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2020\12\DOERJ_PARTE_I_PODER_EXECUTIVO_2020-12-02.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2020-12-02,Parte I (Poder Executivo),exoneracao,GUSTAVO MARQUES DA SILVA,43926860,,,,sim,GUSTAVO MARQUES DA SILVA:PER,sim,do cargo em comissão de Gerente de Área,do Instituto de Pesos e Medidas do Estado do Rio de Janeiro - IPEM/RJ,"EXONERAR a pedido e com validade a contar de 14 de agosto de 2020, GUSTAVO MARQUES DA SILVA , ID FUNCIONAL Nº 43926860, do cargo em comissão de Gerente de Área, símbolo DAS-6, do Instituto de Pesos e Medidas do Estado do Rio de Janeiro - IPEM/RJ, da",https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFd0R1IwNVVRVFZSTUVsMFRWUlZkMDlUTURCUmExa3lURlZKZDAxNlozUlBWRVY1VDBSUk0xRjZTa1JQVlVwSFRWUmpNMDlFUVRGUFZFazFUMUU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2020\12\DOERJ_PARTE_I_PODER_EXECUTIVO_2020-12-02.md
